price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color
2200.0,2000.0,nissan,maxima,acceptable,6.0,gas,200000.0,clean,automatic,fwd,sedan,green
1600.0,2000.0,nissan,quest ,acceptable,,gas,152120.0,clean,automatic,,mini-van,
2500.0,2000.0,nissan,fronti,acceptable,4.0,gas,161000.0,clean,manual,rwd,truck,
2000.0,2000.0,nissan,pathfi,acceptable,6.0,gas,270000.0,rebuilt,automatic,rwd,SUV,custom
4500.0,2001.0,nissan,fronti,acceptable,6.0,gas,203000.0,clean,automatic,4wd,truck,
3500.0,2001.0,nissan,xterra,acceptable,6.0,gas,166000.0,clean,automatic,fwd,SUV,white
2500.0,2001.0,nissan,maxima,acceptable,6.0,gas,139000.0,clean,automatic,fwd,sedan,yellow
1600.0,2001.0,nissan,xterra,acceptable,6.0,gas,150000.0,clean,automatic,4wd,SUV,silver
1550.0,2001.0,nissan,xterra,acceptable,6.0,gas,176854.0,clean,automatic,fwd,SUV,green
2500.0,2002.0,nissan,pathfi,acceptable,6.0,gas,195000.0,clean,automatic,rwd,SUV,blue
2200.0,2002.0,nissan,pathfi,acceptable,6.0,gas,163385.0,clean,automatic,4wd,SUV,custom
2450.0,2002.0,nissan,xterra,acceptable,6.0,gas,240092.0,clean,automatic,4wd,SUV,silver
3000.0,2002.0,nissan,pathfi,acceptable,6.0,gas,233973.0,clean,automatic,,SUV,grey
2200.0,2002.0,nissan,maxima,acceptable,6.0,gas,170000.0,clean,automatic,,sedan,
3000.0,2002.0,nissan,fronti,acceptable,6.0,gas,122065.0,clean,automatic,4wd,pickup,black
2600.0,2002.0,nissan,altima,acceptable,6.0,gas,220116.0,clean,automatic,fwd,sedan,silver
3500.0,2002.0,nissan,fronti,acceptable,4.0,gas,150000.0,clean,automatic,,,
2900.0,2002.0,nissan,xterra,acceptable,6.0,gas,163000.0,clean,automatic,4wd,SUV,blue
1200.0,2002.0,nissan,maxima,acceptable,6.0,gas,227600.0,clean,automatic,fwd,sedan,black
4900.0,2002.0,nissan,fronti,acceptable,,gas,175000.0,clean,automatic,,,
2500.0,2002.0,nissan,maxima,acceptable,6.0,gas,111000.0,clean,automatic,fwd,sedan,silver
2799.0,2002.0,nissan,pathfi,acceptable,6.0,gas,163500.0,clean,automatic,fwd,SUV,silver
2000.0,2003.0,nissan,murano,acceptable,6.0,gas,186000.0,clean,automatic,4wd,SUV,blue
2200.0,2003.0,nissan,sentra,acceptable,4.0,gas,160200.0,clean,automatic,fwd,sedan,white
1500.0,2003.0,nissan,xterra,acceptable,6.0,gas,170000.0,clean,manual,4wd,SUV,white
4588.0,2003.0,nissan,maxima,acceptable,6.0,gas,134174.0,clean,automatic,fwd,sedan,white
1500.0,2003.0,nissan,maxima,acceptable,6.0,gas,170000.0,clean,automatic,fwd,sedan,silver
3995.0,2003.0,nissan,fronti,acceptable,6.0,gas,15000.0,clean,automatic,fwd,pickup,grey
1500.0,2003.0,nissan,maxima,acceptable,6.0,gas,130547.0,clean,automatic,fwd,sedan,blue
1500.0,2003.0,nissan,maxima,acceptable,6.0,gas,213000.0,clean,automatic,fwd,,grey
1500.0,2003.0,nissan,altima,acceptable,6.0,gas,278682.0,clean,automatic,,sedan,silver
2495.0,2003.0,nissan,altima,acceptable,6.0,gas,238000.0,clean,automatic,fwd,sedan,silver
3500.0,2004.0,nissan,maxima,acceptable,6.0,gas,130000.0,rebuilt,manual,fwd,sedan,white
2000.0,2004.0,nissan,maxima,acceptable,6.0,gas,78000.0,clean,automatic,fwd,sedan,silver
1800.0,2004.0,nissan,sentra,acceptable,4.0,gas,168000.0,clean,manual,fwd,sedan,black
1700.0,2004.0,nissan,murano,acceptable,6.0,gas,157000.0,clean,automatic,4wd,hatchback,black
1500.0,2004.0,nissan,pathfi,acceptable,6.0,gas,120000.0,clean,automatic,4wd,SUV,brown
1950.0,2004.0,nissan,pathfi,acceptable,,gas,130000.0,clean,automatic,4wd,,purple
2500.0,2005.0,nissan,altima,acceptable,,gas,214000.0,clean,automatic,,sedan,silver
2500.0,2005.0,nissan,sentra,acceptable,4.0,gas,175000.0,clean,automatic,fwd,sedan,brown
2000.0,2005.0,nissan,fronti,acceptable,6.0,gas,208552.0,clean,manual,rwd,pickup,silver
2600.0,2005.0,nissan,f-150,acceptable,4.0,gas,186037.0,clean,automatic,fwd,,
3500.0,2005.0,nissan,pathfi,acceptable,6.0,gas,186147.0,clean,automatic,4wd,SUV,red
1750.0,2005.0,nissan,quest ,acceptable,6.0,gas,118767.0,clean,automatic,fwd,mini-van,silver
2500.0,2005.0,nissan,maxima,acceptable,6.0,gas,160000.0,clean,automatic,,,grey
3500.0,2005.0,nissan,350z t,acceptable,6.0,gas,194008.0,clean,automatic,,coupe,black
4000.0,2005.0,nissan,maxima,acceptable,,gas,117000.0,clean,automatic,fwd,sedan,grey
4000.0,2005.0,nissan,titan ,acceptable,,gas,219122.0,clean,automatic,rwd,pickup,black
3500.0,2005.0,nissan,altima,acceptable,4.0,gas,136512.0,clean,automatic,,sedan,green
1200.0,2005.0,nissan,murano,acceptable,6.0,gas,176000.0,clean,automatic,4wd,SUV,black
2200.0,2005.0,nissan,murano,acceptable,6.0,gas,150000.0,clean,automatic,4wd,SUV,black
1600.0,2005.0,nissan,altima,acceptable,4.0,gas,136771.0,clean,automatic,fwd,sedan,white
4950.0,2005.0,nissan,altima,acceptable,6.0,gas,166555.0,rebuilt,manual,fwd,sedan,red
1400.0,2005.0,nissan,xterra,acceptable,6.0,gas,228747.0,clean,automatic,fwd,SUV,
2495.0,2005.0,nissan,altima,acceptable,4.0,gas,136355.0,rebuilt,automatic,fwd,sedan,green
1900.0,2005.0,nissan,xterra,acceptable,6.0,gas,205000.0,clean,automatic,4wd,SUV,black
3999.0,2005.0,nissan,quest,acceptable,4.0,gas,145978.0,clean,automatic,fwd,mini-van,white
2900.0,2006.0,nissan,murano,acceptable,6.0,gas,230407.0,clean,automatic,fwd,SUV,silver
4900.0,2006.0,nissan,titan ,acceptable,8.0,gas,180000.0,rebuilt,automatic,4wd,pickup,grey
5800.0,2006.0,nissan,titan ,acceptable,8.0,gas,244000.0,clean,automatic,4wd,pickup,white
2800.0,2006.0,nissan,maxima,acceptable,6.0,gas,211000.0,clean,automatic,fwd,,
5000.0,2006.0,nissan,murano,acceptable,6.0,gas,200000.0,clean,automatic,rwd,SUV,white
5000.0,2006.0,nissan,xterra,acceptable,6.0,gas,202000.0,clean,automatic,4wd,SUV,grey
3998.0,2006.0,nissan,maxima,acceptable,6.0,gas,147000.0,clean,automatic,fwd,sedan,white
3600.0,2006.0,nissan,pathfi,acceptable,6.0,gas,160000.0,clean,automatic,rwd,SUV,
1500.0,2006.0,nissan,sentra,acceptable,4.0,gas,166190.0,clean,automatic,fwd,sedan,white
1500.0,2006.0,nissan,altima,acceptable,4.0,gas,135000.0,clean,automatic,fwd,sedan,grey
1700.0,2006.0,nissan,xterra,acceptable,6.0,gas,240000.0,clean,manual,4wd,SUV,grey
1200.0,2006.0,nissan,sentra,acceptable,4.0,gas,126901.0,clean,manual,fwd,sedan,black
4000.0,2006.0,nissan,fronti,acceptable,6.0,gas,133800.0,clean,manual,4wd,truck,silver
1750.0,2006.0,nissan,sentra,acceptable,4.0,gas,170676.0,clean,automatic,fwd,sedan,red
1500.0,2006.0,nissan,pathfi,acceptable,6.0,gas,208726.0,clean,automatic,4wd,SUV,black
1900.0,2006.0,nissan,altima,acceptable,4.0,gas,205700.0,clean,automatic,fwd,sedan,
1700.0,2006.0,nissan,quest,acceptable,6.0,gas,140000.0,clean,automatic,fwd,mini-van,black
4000.0,2006.0,nissan,murano,acceptable,,gas,136565.0,clean,automatic,,SUV,silver
1800.0,2007.0,nissan,pathfi,acceptable,6.0,gas,147000.0,clean,automatic,fwd,SUV,grey
4500.0,2007.0,nissan,titan ,acceptable,8.0,gas,184000.0,clean,automatic,rwd,truck,
2100.0,2007.0,nissan,altima,acceptable,6.0,gas,240000.0,clean,automatic,fwd,sedan,
4000.0,2007.0,nissan,quest,acceptable,,gas,160020.0,clean,automatic,,mini-van,white
4200.0,2007.0,nissan,f-150,acceptable,8.0,gas,214234.0,clean,automatic,4wd,SUV,grey
2000.0,2007.0,nissan,altima,acceptable,4.0,gas,80000.0,clean,automatic,4wd,sedan,white
3000.0,2007.0,nissan,murano,acceptable,6.0,gas,172041.0,clean,automatic,4wd,SUV,black
2000.0,2007.0,nissan,pathfi,acceptable,,gas,210000.0,clean,automatic,,,
2500.0,2007.0,nissan,versa ,acceptable,4.0,gas,181322.0,clean,automatic,fwd,sedan,grey
2700.0,2007.0,nissan,sentra,acceptable,4.0,gas,109000.0,clean,automatic,fwd,sedan,blue
2300.0,2007.0,nissan,fronti,acceptable,6.0,gas,115000.0,clean,automatic,4wd,SUV,grey
3900.0,2007.0,nissan,armada,acceptable,8.0,gas,242000.0,clean,automatic,4wd,SUV,black
2000.0,2007.0,nissan,altima,acceptable,,gas,181011.0,clean,automatic,,sedan,black
2000.0,2007.0,nissan,versa,acceptable,,gas,176000.0,clean,automatic,,sedan,
3000.0,2008.0,nissan,sentra,acceptable,4.0,gas,142770.0,clean,automatic,fwd,sedan,red
2990.0,2008.0,nissan,altima,acceptable,4.0,gas,199211.0,clean,automatic,fwd,coupe,red
3800.0,2008.0,nissan,sentra,acceptable,,gas,80542.0,clean,automatic,fwd,sedan,black
3000.0,2008.0,nissan,altima,acceptable,6.0,gas,112618.0,clean,automatic,rwd,,white
2000.0,2008.0,nissan,sentra,acceptable,4.0,gas,146000.0,rebuilt,automatic,,sedan,black
1500.0,2008.0,nissan,rogue,acceptable,4.0,gas,165000.0,clean,automatic,,,black
2500.0,2008.0,nissan,sentra,acceptable,,gas,159548.0,clean,automatic,,other,silver
3350.0,2009.0,nissan,altima,acceptable,4.0,gas,158000.0,clean,automatic,fwd,sedan,blue
2265.0,2009.0,nissan,murano,acceptable,,gas,167115.0,clean,automatic,,,
2300.0,2009.0,nissan,altima,acceptable,4.0,gas,200000.0,clean,automatic,fwd,sedan,grey
4550.0,2009.0,nissan,rogue ,acceptable,4.0,gas,172420.0,clean,automatic,4wd,SUV,black
2700.0,2009.0,nissan,murano,acceptable,6.0,gas,166000.0,clean,automatic,4wd,SUV,custom
2000.0,2009.0,nissan,rogue ,acceptable,,gas,203000.0,clean,automatic,,,
4000.0,2010.0,nissan,maxima,acceptable,4.0,gas,171000.0,clean,automatic,,,silver
2800.0,2010.0,nissan,murano,acceptable,,gas,210000.0,clean,automatic,,,
4500.0,2010.0,nissan,rogue,acceptable,,gas,130000.0,clean,manual,,,
2500.0,2010.0,nissan,versa,acceptable,4.0,gas,170000.0,clean,automatic,,hatchback,silver
4500.0,2010.0,nissan,versa,acceptable,4.0,gas,113577.0,clean,manual,fwd,hatchback,black
2950.0,2011.0,nissan,versa,acceptable,4.0,gas,104000.0,clean,manual,fwd,sedan,silver
2300.0,2012.0,nissan,altima,acceptable,4.0,gas,123000.0,clean,automatic,,,white
2000.0,2012.0,nissan,altima,acceptable,3.0,gas,39492.0,clean,automatic,fwd,other,white
2300.0,2012.0,nissan,versa ,acceptable,4.0,gas,186747.0,clean,automatic,fwd,sedan,silver
1850.0,2012.0,nissan,nv200 ,acceptable,4.0,gas,185000.0,clean,automatic,fwd,,
5500.0,2012.0,nissan,sentra,acceptable,4.0,gas,127202.0,clean,manual,,other,black
4900.0,2012.0,nissan,altima,acceptable,4.0,gas,122000.0,clean,automatic,rwd,sedan,black
4500.0,2012.0,nissan,altima,acceptable,4.0,gas,168000.0,clean,automatic,,,
5500.0,2012.0,nissan,altima,acceptable,4.0,gas,185550.0,clean,automatic,rwd,sedan,blue
3500.0,2013.0,nissan,altima,acceptable,4.0,gas,127000.0,clean,automatic,fwd,sedan,white
2900.0,2013.0,nissan,nv200 ,acceptable,4.0,gas,202000.0,clean,automatic,fwd,,
4500.0,2014.0,nissan,versa,acceptable,4.0,gas,110735.0,clean,automatic,fwd,sedan,blue
4500.0,2014.0,nissan,altima,acceptable,4.0,gas,139000.0,clean,automatic,fwd,sedan,blue
5000.0,2014.0,nissan,altima,acceptable,4.0,gas,82596.0,clean,automatic,fwd,sedan,silver
2000.0,2014.0,nissan,sentra,acceptable,4.0,gas,129550.0,clean,automatic,fwd,sedan,silver
5900.0,2016.0,nissan,sentra,acceptable,4.0,gas,48536.0,rebuilt,automatic,fwd,sedan,grey
4488.0,2000.0,nissan,pathfi,good,6.0,gas,220000.0,clean,automatic,rwd,SUV,custom
2500.0,2000.0,nissan,xterra,good,6.0,gas,226887.0,clean,automatic,4wd,,red
2999.0,2000.0,nissan,quest,good,6.0,gas,185000.0,clean,automatic,fwd,SUV,silver
2600.0,2000.0,nissan,altima,excellent,4.0,gas,180000.0,clean,manual,,,
4000.0,2000.0,nissan,xterra,good,6.0,gas,178000.0,clean,automatic,fwd,SUV,silver
4599.0,2000.0,nissan,quest ,,,gas,148934.0,clean,automatic,,,
3000.0,2000.0,nissan,altima,,,gas,189400.0,clean,automatic,,,
2500.0,2000.0,nissan,maxima,good,6.0,gas,235000.0,clean,automatic,fwd,,white
3200.0,2000.0,nissan,pathfi,like new,6.0,gas,95000.0,clean,automatic,4wd,SUV,
3500.0,2000.0,nissan,xterra,good,6.0,gas,240000.0,clean,automatic,4wd,SUV,green
5000.0,2000.0,nissan,fronti,good,4.0,gas,125000.0,clean,manual,rwd,truck,
4950.0,2000.0,nissan,xterra,excellent,6.0,gas,196424.0,clean,automatic,4wd,,blue
3395.0,2000.0,nissan,maxima,,6.0,gas,215862.0,clean,automatic,fwd,sedan,black
4000.0,2000.0,nissan,xterra,,,gas,249000.0,clean,automatic,,SUV,green
3300.0,2000.0,nissan,altima,good,4.0,gas,185400.0,clean,automatic,fwd,sedan,grey
4900.0,2000.0,nissan,fronti,good,6.0,gas,208000.0,clean,manual,rwd,truck,blue
3000.0,2000.0,nissan,maxima,good,6.0,gas,192000.0,clean,automatic,fwd,sedan,grey
4000.0,2000.0,nissan,quest,,,gas,84000.0,clean,automatic,,,
4800.0,2000.0,nissan,fronti,good,4.0,gas,139800.0,clean,automatic,fwd,truck,silver
2500.0,2000.0,nissan,pathfi,,,gas,219000.0,clean,automatic,,,
4995.0,2000.0,nissan,maxima,,,gas,80000.0,clean,automatic,,,
2900.0,2000.0,nissan,xterra,,,gas,170000.0,clean,automatic,,,
1700.0,2000.0,nissan,altima,good,4.0,gas,187000.0,rebuilt,automatic,,,
2992.0,2000.0,nissan,4 door,,6.0,gas,213014.0,clean,automatic,4wd,SUV,black
2000.0,2000.0,nissan,maxima,good,6.0,gas,160000.0,clean,automatic,fwd,sedan,
4800.0,2000.0,nissan,fronti,good,6.0,gas,173010.0,clean,manual,,truck,red
5495.0,2000.0,nissan,pathfi,like new,6.0,gas,232610.0,clean,automatic,rwd,SUV,blue
4295.0,2000.0,nissan,maxima,,,gas,96367.0,clean,automatic,,sedan,
2800.0,2000.0,nissan,xterra,good,6.0,gas,226795.0,clean,automatic,4wd,SUV,silver
3999.0,2000.0,nissan,sentra,excellent,4.0,gas,55732.0,clean,automatic,fwd,sedan,brown
3000.0,2000.0,nissan,maxima,,6.0,gas,143035.0,clean,automatic,fwd,sedan,
2450.0,2000.0,nissan,xterra,excellent,,gas,189000.0,clean,automatic,,,white
2000.0,2000.0,nissan,xterra,good,6.0,gas,190000.0,clean,manual,4wd,SUV,silver
2200.0,2000.0,nissan,maxima,excellent,6.0,gas,137000.0,clean,automatic,fwd,sedan,black
2100.0,2000.0,nissan,maxima,good,6.0,gas,150000.0,clean,automatic,fwd,sedan,grey
3995.0,2000.0,nissan,xterra,,,gas,198228.0,clean,automatic,,SUV,
3600.0,2000.0,nissan,fronti,,,gas,200000.0,clean,manual,,,
1800.0,2000.0,nissan,centra,good,4.0,gas,220000.0,clean,automatic,fwd,sedan,white
2795.0,2000.0,nissan,altima,excellent,4.0,gas,140000.0,clean,automatic,fwd,sedan,silver
2500.0,2000.0,nissan,altima,,,gas,176000.0,clean,automatic,,,
3400.0,2000.0,nissan,xterra,good,6.0,gas,190000.0,clean,automatic,rwd,SUV,black
3950.0,2000.0,nissan,fronti,good,4.0,gas,179000.0,clean,manual,,,silver
2700.0,2000.0,nissan,maxima,,,gas,122000.0,clean,automatic,,,
2500.0,2000.0,nissan,quest,good,6.0,gas,171000.0,clean,automatic,fwd,SUV,grey
2000.0,2000.0,nissan,altima,,,gas,200000.0,clean,manual,,,
1600.0,2000.0,nissan,sentra,,,gas,176500.0,clean,manual,,,
1750.0,2000.0,nissan,sentra,,,gas,176500.0,clean,manual,,,
5995.0,2000.0,nissan,fronti,,4.0,gas,213122.0,clean,manual,rwd,pickup,blue
2750.0,2000.0,nissan,altima,good,4.0,gas,184530.0,clean,automatic,fwd,sedan,silver
6000.0,2000.0,nissan,fronti,good,6.0,gas,213000.0,clean,automatic,rwd,truck,grey
4800.0,2000.0,nissan,fronti,excellent,6.0,gas,198000.0,clean,automatic,4wd,truck,silver
3500.0,2000.0,nissan,pathfi,excellent,6.0,gas,223000.0,clean,automatic,4wd,SUV,
4350.0,2000.0,nissan,maxima,excellent,6.0,gas,83121.0,clean,automatic,fwd,,black
6276.0,2000.0,nissan,fronti,excellent,4.0,gas,91337.0,clean,manual,rwd,pickup,
6361.0,2000.0,nissan,fronti,,4.0,gas,100290.0,clean,manual,,pickup,silver
6485.0,2000.0,nissan,fronti,,,gas,237942.0,clean,automatic,,,
6346.0,2000.0,nissan,fronti,good,6.0,gas,169000.0,clean,automatic,4wd,truck,red
4000.0,2001.0,nissan,pathfi,,,gas,163000.0,rebuilt,automatic,,,
4500.0,2001.0,nissan,altima,excellent,4.0,gas,120000.0,clean,automatic,,sedan,
3900.0,2001.0,nissan,fronti,excellent,4.0,gas,247000.0,clean,manual,rwd,pickup,red
3500.0,2001.0,nissan,sentra,excellent,4.0,gas,147000.0,clean,automatic,fwd,sedan,white
4995.0,2001.0,nissan,xterra,good,6.0,gas,227901.0,clean,manual,4wd,hatchback,yellow
5200.0,2001.0,nissan,fronti,good,,gas,158000.0,clean,manual,,pickup,grey
3500.0,2001.0,nissan,pathfi,,6.0,gas,199900.0,clean,automatic,4wd,,
4000.0,2001.0,nissan,xterra,excellent,6.0,gas,192967.0,clean,automatic,4wd,SUV,white
6500.0,2001.0,nissan,fronti,like new,6.0,gas,140000.0,clean,manual,,truck,white
6500.0,2001.0,nissan,fronti,like new,6.0,gas,140000.0,clean,manual,,truck,white
4995.0,2001.0,nissan,fronti,good,4.0,gas,170350.0,clean,manual,rwd,pickup,white
5900.0,2001.0,nissan,fronti,good,6.0,gas,250000.0,clean,automatic,rwd,,brown
5500.0,2001.0,nissan,fronti,like new,6.0,gas,240000.0,clean,manual,,,white
3900.0,2001.0,nissan,xterra,,,gas,150000.0,clean,automatic,4wd,SUV,
4400.0,2001.0,nissan,fronti,like new,4.0,gas,293000.0,clean,automatic,,truck,
5200.0,2001.0,nissan,fronti,excellent,,gas,220009.0,clean,automatic,,,silver
4750.0,2001.0,nissan,pathfi,excellent,6.0,gas,171000.0,clean,manual,4wd,SUV,grey
3900.0,2001.0,nissan,altima,good,4.0,gas,132000.0,clean,automatic,,sedan,white
4975.0,2001.0,nissan,pathfi,excellent,6.0,gas,171000.0,clean,manual,4wd,SUV,grey
4588.0,2001.0,nissan,pathfi,excellent,6.0,gas,171000.0,clean,manual,4wd,SUV,grey
3200.0,2001.0,nissan,pathfi,excellent,6.0,gas,159640.0,clean,automatic,4wd,SUV,silver
1500.0,2001.0,nissan,altima,good,4.0,gas,230000.0,clean,automatic,,,
3900.0,2001.0,nissan,xterra,good,6.0,gas,156000.0,clean,manual,fwd,truck,red
2600.0,2001.0,nissan,altima,excellent,4.0,gas,102000.0,clean,manual,fwd,sedan,blue
5999.0,2001.0,nissan,fronti,excellent,4.0,gas,159104.0,clean,automatic,rwd,truck,brown
3750.0,2001.0,nissan,maxima,excellent,6.0,gas,109136.0,clean,automatic,fwd,sedan,
1500.0,2001.0,nissan,fronti,,4.0,gas,165000.0,clean,automatic,rwd,,
2500.0,2001.0,nissan,sentra,excellent,4.0,gas,247000.0,clean,automatic,,,
3587.0,2001.0,nissan,altima,,4.0,gas,202177.0,clean,automatic,fwd,sedan,silver
6500.0,2001.0,nissan,fronti,good,6.0,gas,130000.0,clean,manual,4wd,truck,silver
2980.0,2001.0,nissan,maxima,,,gas,188933.0,clean,automatic,,,
4375.0,2001.0,nissan,xterra,excellent,6.0,gas,146098.0,clean,automatic,4wd,SUV,red
6000.0,2001.0,nissan,fronti,good,6.0,gas,140000.0,clean,automatic,rwd,truck,white
2950.0,2001.0,nissan,altima,excellent,4.0,gas,151122.0,clean,automatic,fwd,sedan,grey
2650.0,2001.0,nissan,altima,excellent,4.0,gas,180119.0,clean,automatic,fwd,sedan,grey
4250.0,2001.0,nissan,fronti,good,6.0,gas,250252.0,clean,automatic,4wd,truck,silver
1600.0,2001.0,nissan,pathfi,,,gas,200000.0,clean,automatic,4wd,,
2600.0,2001.0,nissan,altima,good,4.0,gas,102000.0,clean,automatic,fwd,,silver
2495.0,2001.0,nissan,maxima,good,6.0,gas,140000.0,clean,automatic,fwd,sedan,red
4999.0,2001.0,nissan,fronti,,,other,281842.0,clean,automatic,rwd,,silver
5200.0,2001.0,nissan,pathfi,excellent,6.0,gas,124000.0,clean,automatic,rwd,SUV,black
4500.0,2001.0,nissan,fronti,good,4.0,gas,194407.0,clean,manual,rwd,truck,brown
2500.0,2001.0,nissan,maxima,,,gas,265000.0,clean,automatic,,,
4500.0,2001.0,nissan,xterra,,,gas,178867.0,clean,manual,,,
1900.0,2001.0,nissan,pathfi,good,4.0,gas,182134.0,clean,automatic,4wd,,silver
2300.0,2001.0,nissan,fronti,,,gas,91000.0,clean,automatic,,,
2350.0,2001.0,nissan,altima,,,gas,134000.0,clean,automatic,,,
2900.0,2001.0,nissan,maxima,,6.0,gas,145891.0,clean,automatic,fwd,sedan,grey
2899.0,2001.0,nissan,altima,excellent,4.0,gas,139000.0,clean,automatic,fwd,sedan,grey
3500.0,2001.0,nissan,pathfi,good,,gas,135000.0,clean,automatic,,,
2450.0,2001.0,nissan,pathfi,excellent,6.0,gas,150000.0,clean,automatic,4wd,SUV,grey
3295.0,2001.0,nissan,sentra,good,4.0,gas,78000.0,clean,automatic,fwd,sedan,green
5850.0,2001.0,nissan,xterra,excellent,6.0,gas,136809.0,clean,automatic,rwd,SUV,yellow
1188.0,2001.0,nissan,altima,,,gas,202000.0,rebuilt,manual,,,
5977.0,2001.0,nissan,pathfi,excellent,6.0,gas,203944.0,clean,automatic,4wd,SUV,silver
2995.0,2001.0,nissan,sentra,good,,gas,200000.0,clean,manual,,,grey
4500.0,2001.0,nissan,xterra,excellent,6.0,gas,170000.0,clean,automatic,4wd,SUV,yellow
3500.0,2001.0,nissan,sentra,excellent,4.0,gas,100921.0,clean,automatic,fwd,sedan,custom
4500.0,2001.0,nissan,fronti,good,6.0,gas,203000.0,clean,automatic,rwd,truck,black
4100.0,2001.0,nissan,fronti,good,6.0,gas,141000.0,clean,manual,4wd,truck,
2900.0,2001.0,nissan,pathfi,good,,gas,142988.0,clean,automatic,,other,silver
5000.0,2001.0,nissan,xterra,good,6.0,gas,100000.0,clean,automatic,4wd,SUV,red
3500.0,2001.0,nissan,f-150,,,gas,190097.0,clean,automatic,,,
1500.0,2001.0,nissan,pathfi,,,gas,223042.0,clean,automatic,,,
3700.0,2001.0,nissan,xterra,good,6.0,gas,91000.0,clean,automatic,,SUV,green
5990.0,2001.0,nissan,xterra,excellent,6.0,gas,116000.0,clean,automatic,4wd,SUV,silver
3200.0,2001.0,nissan,xterra,good,6.0,gas,195000.0,clean,automatic,4wd,SUV,silver
2300.0,2001.0,nissan,sentra,excellent,4.0,gas,155800.0,clean,automatic,,sedan,red
4375.0,2001.0,nissan,xterra,excellent,6.0,gas,146098.0,clean,automatic,4wd,SUV,red
4375.0,2001.0,nissan,xterra,excellent,6.0,gas,146098.0,clean,automatic,4wd,SUV,red
6701.0,2001.0,nissan,fronti,,,gas,71331.0,clean,manual,fwd,pickup,silver
6845.0,2001.0,nissan,fronti,,,gas,166835.0,clean,automatic,fwd,pickup,white
6527.0,2001.0,nissan,fronti,good,6.0,gas,118000.0,clean,automatic,4wd,pickup,yellow
6714.0,2001.0,nissan,fronti,,,gas,132000.0,clean,automatic,,,
6864.0,2001.0,nissan,fronti,,6.0,gas,128491.0,clean,automatic,rwd,pickup,red
2200.0,2002.0,nissan,sentra,good,4.0,gas,89883.0,clean,manual,fwd,sedan,silver
5250.0,2002.0,nissan,xterra,good,6.0,gas,182979.0,clean,automatic,4wd,SUV,silver
2900.0,2002.0,nissan,sentra,good,4.0,gas,143000.0,clean,manual,fwd,sedan,grey
3850.0,2002.0,nissan,xterra,good,,gas,206000.0,clean,automatic,4wd,SUV,white
4250.0,2002.0,nissan,xterra,excellent,6.0,gas,204000.0,clean,automatic,4wd,SUV,white
1800.0,2002.0,nissan,quest ,,,gas,100000.0,clean,automatic,,,
2800.0,2002.0,nissan,altima,,,gas,212000.0,clean,automatic,,,
3200.0,2002.0,nissan,fronti,good,6.0,gas,235000.0,clean,manual,rwd,truck,
3000.0,2002.0,nissan,pickup,good,,gas,246000.0,clean,manual,,pickup,red
4499.0,2002.0,nissan,altima,excellent,4.0,gas,97000.0,clean,automatic,fwd,sedan,custom
2650.0,2002.0,nissan,maxima,excellent,6.0,gas,188000.0,clean,automatic,fwd,,silver
5650.0,2002.0,nissan,xterra,excellent,6.0,gas,157192.0,clean,automatic,rwd,SUV,black
2000.0,2002.0,nissan,sentra,good,4.0,gas,175000.0,clean,automatic,,sedan,silver
1750.0,2002.0,nissan,sentra,good,4.0,gas,232099.0,clean,automatic,fwd,sedan,brown
4000.0,2002.0,nissan,fronti,good,4.0,gas,185234.0,clean,manual,rwd,pickup,brown
2200.0,2002.0,nissan,sentra,,4.0,gas,131000.0,clean,manual,fwd,,silver
5500.0,2002.0,nissan,exterr,,,gas,157000.0,clean,automatic,4wd,,
6500.0,2002.0,nissan,fronti,good,6.0,gas,180000.0,clean,automatic,4wd,truck,white
3100.0,2002.0,nissan,f-150,good,4.0,gas,172000.0,clean,automatic,fwd,sedan,green
3500.0,2002.0,nissan,sentra,,,gas,156000.0,clean,automatic,,,
4000.0,2002.0,nissan,fromti,good,4.0,gas,240000.0,clean,automatic,4wd,pickup,red
4900.0,2002.0,nissan,fronti,,6.0,gas,140417.0,clean,automatic,4wd,pickup,blue
2000.0,2002.0,nissan,altima,good,4.0,gas,247562.0,clean,automatic,fwd,,brown
1999.0,2002.0,nissan,sentra,good,4.0,gas,168129.0,clean,automatic,fwd,sedan,red
3350.0,2002.0,nissan,xterra,excellent,6.0,gas,144819.0,clean,automatic,rwd,SUV,white
4000.0,2002.0,nissan,xterra,good,6.0,gas,241000.0,clean,automatic,fwd,SUV,black
2900.0,2002.0,nissan,maxima,excellent,,gas,186000.0,clean,automatic,,,
3900.0,2002.0,nissan,maxima,,,gas,152028.0,clean,automatic,,,
5200.0,2002.0,nissan,fronti,,,gas,90000.0,clean,automatic,,,
2500.0,2002.0,nissan,sentra,,,gas,91000.0,clean,automatic,,,
4500.0,2002.0,nissan,xterra,,6.0,gas,192844.0,clean,automatic,4wd,SUV,silver
3250.0,2002.0,nissan,fronti,good,6.0,gas,173000.0,clean,automatic,rwd,pickup,brown
2000.0,2002.0,nissan,fronti,good,6.0,gas,200000.0,clean,automatic,4wd,truck,silver
3000.0,2002.0,nissan,pathfi,good,6.0,gas,210500.0,clean,automatic,4wd,SUV,white
2500.0,2002.0,nissan,maxima,,,gas,180000.0,clean,manual,,,
