Rec	Cyc	Step	TestTime	StepTime	Amphr	Watthr	Amps	Volts	State	ACImpOhms
211	1	5	0d 03:28:0.00999999977648258	0d 03:27:0.00999999977648258	0.00173	0.00708	0.00050	4.06401	D	2.26676
212	1	5	0d 03:29:0.00999999977648258	0d 03:28:0.00999999977648258	0.00173	0.00711	0.00050	4.06371	D	2.26676
213	1	5	0d 03:30:0.00999999977648258	0d 03:29:0.00999999977648258	0.00174	0.00714	0.00050	4.06340	D	2.26676
214	1	5	0d 03:31:0.00999999977648258	0d 03:30:0.00999999977648258	0.00175	0.00718	0.00050	4.06310	D	2.26676
215	1	5	0d 03:32:0.00999999977648258	0d 03:31:0.00999999977648258	0.00176	0.00721	0.00050	4.06264	D	2.26676
216	1	5	0d 03:33:0.00999999977648258	0d 03:32:0.00999999977648258	0.00177	0.00724	0.00050	4.06233	D	2.26676
217	1	5	0d 03:34:0.00999999977648258	0d 03:33:0.00999999977648258	0.00178	0.00728	0.00050	4.06203	D	2.26676
218	1	5	0d 03:35:0.00999999977648258	0d 03:34:0.00999999977648258	0.00178	0.00731	0.00050	4.06157	D	2.26676
219	1	5	0d 03:36:0.00999999977648258	0d 03:35:0.00999999977648258	0.00179	0.00735	0.00050	4.06134	D	2.26676
220	1	5	0d 03:37:0.00999999977648258	0d 03:36:0.00999999977648258	0.00180	0.00738	0.00050	4.06104	D	2.26676
221	1	5	0d 03:38:0.00999999977648258	0d 03:37:0.00999999977648258	0.00181	0.00741	0.00050	4.06065	D	2.26676
222	1	5	0d 03:39:0.00999999977648258	0d 03:38:0.00999999977648258	0.00182	0.00745	0.00050	4.06020	D	2.26676
223	1	5	0d 03:40:0.00999999977648258	0d 03:39:0.00999999977648258	0.00183	0.00748	0.00050	4.06004	D	2.26676
224	1	5	0d 03:41:0.00999999977648258	0d 03:40:0.00999999977648258	0.00183	0.00752	0.00050	4.05943	D	2.26676
225	1	5	0d 03:42:0.00999999977648258	0d 03:41:0.00999999977648258	0.00184	0.00755	0.00050	4.05921	D	2.26676
226	1	5	0d 03:43:0.00999999977648258	0d 03:42:0.00999999977648258	0.00185	0.00758	0.00050	4.05898	D	2.26676
227	1	5	0d 03:44:0.00999999977648258	0d 03:43:0.00999999977648258	0.00186	0.00762	0.00050	4.05859	D	2.26676
228	1	5	0d 03:45:0.00999999977648258	0d 03:44:0.00999999977648258	0.00187	0.00765	0.00050	4.05814	D	2.26676
229	1	5	0d 03:46:0.00999999977648258	0d 03:45:0.00999999977648258	0.00188	0.00768	0.00050	4.05783	D	2.26676
230	1	5	0d 03:47:0.00999999977648258	0d 03:46:0.00999999977648258	0.00188	0.00772	0.00050	4.05753	D	2.26676
231	1	5	0d 03:48:0.00999999977648258	0d 03:47:0.00999999977648258	0.00189	0.00775	0.00050	4.05722	D	2.26676
232	1	5	0d 03:49:0.00999999977648258	0d 03:48:0.00999999977648258	0.00190	0.00779	0.00050	4.05684	D	2.26676
233	1	5	0d 03:50:0.00999999977648258	0d 03:49:0.00999999977648258	0.00191	0.00782	0.00050	4.05638	D	2.26676
234	1	5	0d 03:51:0.00999999977648258	0d 03:50:0.00999999977648258	0.00192	0.00785	0.00050	4.05615	D	2.26676
235	1	5	0d 03:52:0.00999999977648258	0d 03:51:0.00999999977648258	0.00193	0.00789	0.00050	4.05585	D	2.26676
236	1	5	0d 03:53:0.00999999977648258	0d 03:52:0.00999999977648258	0.00193	0.00792	0.00050	4.05547	D	2.26676
237	1	5	0d 03:54:0.00999999977648258	0d 03:53:0.00999999977648258	0.00194	0.00795	0.00050	4.05516	D	2.26676
238	1	5	0d 03:55:0.00999999977648258	0d 03:54:0.00999999977648258	0.00195	0.00799	0.00050	4.05478	D	2.26676
239	1	5	0d 03:56:0.00999999977648258	0d 03:55:0.00999999977648258	0.00196	0.00802	0.00050	4.05447	D	2.26676
240	1	5	0d 03:57:0.00999999977648258	0d 03:56:0.00999999977648258	0.00197	0.00806	0.00050	4.05409	D	2.26676
241	1	5	0d 03:58:0.00999999977648258	0d 03:57:0.00999999977648258	0.00198	0.00809	0.00050	4.05379	D	2.26676
242	1	5	0d 03:59:0.00999999977648258	0d 03:58:0.00999999977648258	0.00198	0.00812	0.00050	4.05341	D	2.26676
243	1	5	0d 04:00:0.00999999977648258	0d 03:59:0.00999999977648258	0.00199	0.00816	0.00050	4.05318	D	2.26676
244	1	5	0d 04:01:0.00999999977648258	0d 04:00:0.00999999977648258	0.00200	0.00819	0.00050	4.05272	D	2.26676
245	1	5	0d 04:02:0.00999999977648258	0d 04:01:0.00999999977648258	0.00201	0.00823	0.00050	4.05234	D	2.26676
246	1	5	0d 04:03:0.00999999977648258	0d 04:02:0.00999999977648258	0.00202	0.00826	0.00050	4.05203	D	2.26676
247	1	5	0d 04:04:0.00999999977648258	0d 04:03:0.00999999977648258	0.00203	0.00829	0.00050	4.05173	D	2.26676
248	1	5	0d 04:05:0.00999999977648258	0d 04:04:0.00999999977648258	0.00203	0.00833	0.00050	4.05135	D	2.26676
249	1	5	0d 04:06:0.00999999977648258	0d 04:05:0.00999999977648258	0.00204	0.00836	0.00050	4.05104	D	2.26676
250	1	5	0d 04:07:0.00999999977648258	0d 04:06:0.00999999977648258	0.00205	0.00839	0.00050	4.05081	D	2.26676
251	1	5	0d 04:08:0.00999999977648258	0d 04:07:0.00999999977648258	0.00206	0.00843	0.00050	4.05028	D	2.26676
252	1	5	0d 04:09:0.00999999977648258	0d 04:08:0.00999999977648258	0.00207	0.00846	0.00050	4.04990	D	2.26676
253	1	5	0d 04:10:0.00999999977648258	0d 04:09:0.00999999977648258	0.00208	0.00850	0.00050	4.04967	D	2.26676
254	1	5	0d 04:11:0.00999999977648258	0d 04:10:0.00999999977648258	0.00208	0.00853	0.00050	4.04929	D	2.26676
255	1	5	0d 04:12:0.00999999977648258	0d 04:11:0.00999999977648258	0.00209	0.00856	0.00050	4.04898	D	2.26676
256	1	5	0d 04:13:0.00999999977648258	0d 04:12:0.00999999977648258	0.00210	0.00860	0.00050	4.04868	D	2.26676
257	1	5	0d 04:14:0.00999999977648258	0d 04:13:0.00999999977648258	0.00211	0.00863	0.00050	4.04829	D	2.26676
258	1	5	0d 04:15:0.00999999977648258	0d 04:14:0.00999999977648258	0.00212	0.00866	0.00050	4.04799	D	2.26676
259	1	5	0d 04:16:0.00999999977648258	0d 04:15:0.00999999977648258	0.00213	0.00870	0.00050	4.04753	D	2.26676
260	1	5	0d 04:17:0.00999999977648258	0d 04:16:0.00999999977648258	0.00213	0.00873	0.00050	4.04730	D	2.26676
261	1	5	0d 04:18:0.00999999977648258	0d 04:17:0.00999999977648258	0.00214	0.00877	0.00050	4.04685	D	2.26676
262	1	5	0d 04:19:0.00999999977648258	0d 04:18:0.00999999977648258	0.00215	0.00880	0.00050	4.04654	D	2.26676
263	1	5	0d 04:20:0.00999999977648258	0d 04:19:0.00999999977648258	0.00216	0.00883	0.00050	4.04631	D	2.26676
264	1	5	0d 04:21:0.00999999977648258	0d 04:20:0.00999999977648258	0.00217	0.00887	0.00050	4.04608	D	2.26676
265	1	5	0d 04:22:0.00999999977648258	0d 04:21:0.00999999977648258	0.00218	0.00890	0.00050	4.04570	D	2.26676
266	1	5	0d 04:23:0.00999999977648258	0d 04:22:0.00999999977648258	0.00218	0.00893	0.00050	4.04517	D	2.26676
267	1	5	0d 04:24:0.00999999977648258	0d 04:23:0.00999999977648258	0.00219	0.00897	0.00050	4.04494	D	2.26676
268	1	5	0d 04:25:0.00999999977648258	0d 04:24:0.00999999977648258	0.00220	0.00900	0.00050	4.04456	D	2.26676
269	1	5	0d 04:26:0.00999999977648258	0d 04:25:0.00999999977648258	0.00221	0.00903	0.00050	4.04417	D	2.26676
270	1	5	0d 04:27:0.00999999977648258	0d 04:26:0.00999999977648258	0.00222	0.00907	0.00050	4.04395	D	2.26676
271	1	5	0d 04:28:0.00999999977648258	0d 04:27:0.00999999977648258	0.00223	0.00910	0.00050	4.04372	D	2.26676
272	1	5	0d 04:29:0.00999999977648258	0d 04:28:0.00999999977648258	0.00223	0.00914	0.00050	4.04334	D	2.26676
273	1	5	0d 04:30:0.00999999977648258	0d 04:29:0.00999999977648258	0.00224	0.00917	0.00050	4.04295	D	2.26676
274	1	5	0d 04:31:0.00999999977648258	0d 04:30:0.00999999977648258	0.00225	0.00920	0.00050	4.04265	D	2.26676
275	1	5	0d 04:32:0.00999999977648258	0d 04:31:0.00999999977648258	0.00226	0.00924	0.00050	4.04227	D	2.26676
276	1	5	0d 04:33:0.00999999977648258	0d 04:32:0.00999999977648258	0.00227	0.00927	0.00050	4.04204	D	2.26676
277	1	5	0d 04:34:0.00999999977648258	0d 04:33:0.00999999977648258	0.00228	0.00930	0.00050	4.04158	D	2.26676
278	1	5	0d 04:35:0.00999999977648258	0d 04:34:0.00999999977648258	0.00228	0.00934	0.00050	4.04120	D	2.26676
279	1	5	0d 04:36:0.00999999977648258	0d 04:35:0.00999999977648258	0.00229	0.00937	0.00050	4.04059	D	2.26676
280	1	5	0d 04:37:0.00999999977648258	0d 04:36:0.00999999977648258	0.00230	0.00941	0.00050	4.04021	D	2.26676
281	1	5	0d 04:38:0.00999999977648258	0d 04:37:0.00999999977648258	0.00231	0.00944	0.00050	4.03983	D	2.26676
282	1	5	0d 04:39:0.00999999977648258	0d 04:38:0.00999999977648258	0.00232	0.00947	0.00050	4.03952	D	2.26676
283	1	5	0d 04:40:0.00999999977648258	0d 04:39:0.00999999977648258	0.00233	0.00951	0.00050	4.03929	D	2.26676
284	1	5	0d 04:41:0.00999999977648258	0d 04:40:0.00999999977648258	0.00233	0.00954	0.00050	4.03899	D	2.26676
285	1	5	0d 04:42:0.00999999977648258	0d 04:41:0.00999999977648258	0.00234	0.00957	0.00050	4.03876	D	2.26676
286	1	5	0d 04:43:0.00999999977648258	0d 04:42:0.00999999977648258	0.00235	0.00961	0.00050	4.03822	D	2.26676
287	1	5	0d 04:44:0.00999999977648258	0d 04:43:0.00999999977648258	0.00236	0.00964	0.00050	4.03784	D	2.26676
288	1	5	0d 04:45:0.00999999977648258	0d 04:44:0.00999999977648258	0.00237	0.00967	0.00050	4.03746	D	2.26676
289	1	5	0d 04:46:0.00999999977648258	0d 04:45:0.00999999977648258	0.00238	0.00971	0.00050	4.03708	D	2.26676
290	1	5	0d 04:47:0.00999999977648258	0d 04:46:0.00999999977648258	0.00238	0.00974	0.00050	4.03670	D	2.26676
291	1	5	0d 04:48:0.00999999977648258	0d 04:47:0.00999999977648258	0.00239	0.00978	0.00050	4.03655	D	2.26676
292	1	5	0d 04:49:0.00999999977648258	0d 04:48:0.00999999977648258	0.00240	0.00981	0.00050	4.03609	D	2.26676
293	1	5	0d 04:50:0.00999999977648258	0d 04:49:0.00999999977648258	0.00241	0.00984	0.00050	4.03586	D	2.26676
294	1	5	0d 04:51:0.00999999977648258	0d 04:50:0.00999999977648258	0.00242	0.00988	0.00050	4.03555	D	2.26676
295	1	5	0d 04:52:0.00999999977648258	0d 04:51:0.00999999977648258	0.00243	0.00991	0.00050	4.03517	D	2.26676
296	1	5	0d 04:53:0.00999999977648258	0d 04:52:0.00999999977648258	0.00243	0.00994	0.00050	4.03479	D	2.26676
297	1	5	0d 04:54:0.00999999977648258	0d 04:53:0.00999999977648258	0.00244	0.00998	0.00050	4.03449	D	2.26676
298	1	5	0d 04:55:0.00999999977648258	0d 04:54:0.00999999977648258	0.00245	0.01001	0.00050	4.03410	D	2.26676
299	1	5	0d 04:56:0.00999999977648258	0d 04:55:0.00999999977648258	0.00246	0.01004	0.00050	4.03380	D	2.26676
300	1	5	0d 04:57:0.00999999977648258	0d 04:56:0.00999999977648258	0.00247	0.01008	0.00050	4.03326	D	2.26676
301	1	5	0d 04:58:0.00999999977648258	0d 04:57:0.00999999977648258	0.00248	0.01011	0.00050	4.03288	D	2.26676
302	1	5	0d 04:59:0.00999999977648258	0d 04:58:0.00999999977648258	0.00248	0.01015	0.00050	4.03265	D	2.26676
303	1	5	0d 05:00:0.00999999977648258	0d 04:59:0.00999999977648258	0.00249	0.01018	0.00050	4.03227	D	2.26676
304	1	5	0d 05:01:0.00999999977648258	0d 05:00:0.00999999977648258	0.00250	0.01021	0.00050	4.03212	D	2.26676
305	1	5	0d 05:02:0.00999999977648258	0d 05:01:0.00999999977648258	0.00251	0.01025	0.00050	4.03182	D	2.26676
306	1	5	0d 05:03:0.00999999977648258	0d 05:02:0.00999999977648258	0.00252	0.01028	0.00050	4.03151	D	2.26676
307	1	5	0d 05:04:0.00999999977648258	0d 05:03:0.00999999977648258	0.00253	0.01031	0.00050	4.03105	D	2.26676
308	1	5	0d 05:05:0.00999999977648258	0d 05:04:0.00999999977648258	0.00253	0.01035	0.00050	4.03082	D	2.26676
309	1	5	0d 05:06:0.00999999977648258	0d 05:05:0.00999999977648258	0.00254	0.01038	0.00050	4.03052	D	2.26676
310	1	5	0d 05:07:0.00999999977648258	0d 05:06:0.00999999977648258	0.00255	0.01041	0.00050	4.02998	D	2.26676
311	1	5	0d 05:08:0.00999999977648258	0d 05:07:0.00999999977648258	0.00256	0.01045	0.00050	4.02953	D	2.26676
312	1	5	0d 05:09:0.00999999977648258	0d 05:08:0.00999999977648258	0.00257	0.01048	0.00050	4.02930	D	2.26676
313	1	5	0d 05:10:0.00999999977648258	0d 05:09:0.00999999977648258	0.00258	0.01051	0.00050	4.02884	D	2.26676
314	1	5	0d 05:11:0.00999999977648258	0d 05:10:0.00999999977648258	0.00258	0.01055	0.00050	4.02861	D	2.26676
315	1	5	0d 05:12:0.00999999977648258	0d 05:11:0.00999999977648258	0.00259	0.01058	0.00050	4.02846	D	2.26676
316	1	5	0d 05:13:0.00999999977648258	0d 05:12:0.00999999977648258	0.00260	0.01062	0.00050	4.02800	D	2.26676
317	1	5	0d 05:14:0.00999999977648258	0d 05:13:0.00999999977648258	0.00261	0.01065	0.00050	4.02770	D	2.26676
318	1	5	0d 05:15:0.00999999977648258	0d 05:14:0.00999999977648258	0.00262	0.01068	0.00050	4.02731	D	2.26676
319	1	5	0d 05:16:0.00999999977648258	0d 05:15:0.00999999977648258	0.00263	0.01072	0.00050	4.02716	D	2.26676
320	1	5	0d 05:17:0.00999999977648258	0d 05:16:0.00999999977648258	0.00263	0.01075	0.00050	4.02678	D	2.26676
321	1	5	0d 05:18:0.00999999977648258	0d 05:17:0.00999999977648258	0.00264	0.01078	0.00050	4.02632	D	2.26676
322	1	5	0d 05:19:0.00999999977648258	0d 05:18:0.00999999977648258	0.00265	0.01082	0.00050	4.02602	D	2.26676
323	1	5	0d 05:20:0.00999999977648258	0d 05:19:0.00999999977648258	0.00266	0.01085	0.00050	4.02556	D	2.26676
324	1	5	0d 05:21:0.00999999977648258	0d 05:20:0.00999999977648258	0.00267	0.01088	0.00050	4.02510	D	2.26676
325	1	5	0d 05:22:0.00999999977648258	0d 05:21:0.00999999977648258	0.00268	0.01092	0.00050	4.02487	D	2.26676
326	1	5	0d 05:23:0.00999999977648258	0d 05:22:0.00999999977648258	0.00268	0.01095	0.00050	4.02464	D	2.26676
327	1	5	0d 05:24:0.00999999977648258	0d 05:23:0.00999999977648258	0.00269	0.01098	0.00050	4.02419	D	2.26676
328	1	5	0d 05:25:0.00999999977648258	0d 05:24:0.00999999977648258	0.00270	0.01102	0.00050	4.02396	D	2.26676
329	1	5	0d 05:26:0.00999999977648258	0d 05:25:0.00999999977648258	0.00271	0.01105	0.00050	4.02365	D	2.26676
330	1	5	0d 05:27:0.00999999977648258	0d 05:26:0.00999999977648258	0.00272	0.01109	0.00050	4.02342	D	2.26676
331	1	5	0d 05:28:0.00999999977648258	0d 05:27:0.00999999977648258	0.00273	0.01112	0.00050	4.02304	D	2.26676
332	1	5	0d 05:29:0.00999999977648258	0d 05:28:0.00999999977648258	0.00273	0.01115	0.00050	4.02281	D	2.26676
333	1	5	0d 05:30:0.00999999977648258	0d 05:29:0.00999999977648258	0.00274	0.01119	0.00050	4.02228	D	2.26676
334	1	5	0d 05:31:0.00999999977648258	0d 05:30:0.00999999977648258	0.00275	0.01122	0.00050	4.02197	D	2.26676
335	1	5	0d 05:32:0.00999999977648258	0d 05:31:0.00999999977648258	0.00276	0.01125	0.00050	4.02167	D	2.26676
336	1	5	0d 05:33:0.00999999977648258	0d 05:32:0.00999999977648258	0.00277	0.01129	0.00050	4.02121	D	2.26676
337	1	5	0d 05:34:0.00999999977648258	0d 05:33:0.00999999977648258	0.00278	0.01132	0.00050	4.02083	D	2.26676
338	1	5	0d 05:35:0.00999999977648258	0d 05:34:0.00999999977648258	0.00278	0.01135	0.00050	4.02068	D	2.26676
339	1	5	0d 05:36:0.00999999977648258	0d 05:35:0.00999999977648258	0.00279	0.01139	0.00050	4.02022	D	2.26676
340	1	5	0d 05:37:0.00999999977648258	0d 05:36:0.00999999977648258	0.00280	0.01142	0.00050	4.01991	D	2.26676
341	1	5	0d 05:38:0.00999999977648258	0d 05:37:0.00999999977648258	0.00281	0.01145	0.00050	4.01968	D	2.26676
342	1	5	0d 05:39:0.00999999977648258	0d 05:38:0.00999999977648258	0.00282	0.01149	0.00050	4.01938	D	2.26676
343	1	5	0d 05:40:0.00999999977648258	0d 05:39:0.00999999977648258	0.00283	0.01152	0.00050	4.01907	D	2.26676
344	1	5	0d 05:41:0.00999999977648258	0d 05:40:0.00999999977648258	0.00283	0.01155	0.00050	4.01877	D	2.26676
345	1	5	0d 05:42:0.00999999977648258	0d 05:41:0.00999999977648258	0.00284	0.01159	0.00050	4.01854	D	2.26676
346	1	5	0d 05:43:0.00999999977648258	0d 05:42:0.00999999977648258	0.00285	0.01162	0.00050	4.01816	D	2.26676
347	1	5	0d 05:44:0.00999999977648258	0d 05:43:0.00999999977648258	0.00286	0.01165	0.00050	4.01785	D	2.26676
348	1	5	0d 05:45:0.00999999977648258	0d 05:44:0.00999999977648258	0.00287	0.01169	0.00050	4.01762	D	2.26676
349	1	5	0d 05:46:0.00999999977648258	0d 05:45:0.00999999977648258	0.00288	0.01172	0.00050	4.01724	D	2.26676
350	1	5	0d 05:47:0.00999999977648258	0d 05:46:0.00999999977648258	0.00288	0.01176	0.00050	4.01678	D	2.26676
351	1	5	0d 05:48:0.00999999977648258	0d 05:47:0.00999999977648258	0.00289	0.01179	0.00050	4.01671	D	2.26676
352	1	5	0d 05:49:0.00999999977648258	0d 05:48:0.00999999977648258	0.00290	0.01182	0.00050	4.01633	D	2.26676
353	1	5	0d 05:50:0.00999999977648258	0d 05:49:0.00999999977648258	0.00291	0.01186	0.00050	4.01610	D	2.26676
354	1	5	0d 05:51:0.00999999977648258	0d 05:50:0.00999999977648258	0.00292	0.01189	0.00050	4.01579	D	2.26676
355	1	5	0d 05:52:0.00999999977648258	0d 05:51:0.00999999977648258	0.00293	0.01192	0.00050	4.01541	D	2.26676
356	1	5	0d 05:53:0.00999999977648258	0d 05:52:0.00999999977648258	0.00293	0.01196	0.00050	4.01511	D	2.26676
357	1	5	0d 05:54:0.00999999977648258	0d 05:53:0.00999999977648258	0.00294	0.01199	0.00050	4.01472	D	2.26676
358	1	5	0d 05:55:0.00999999977648258	0d 05:54:0.00999999977648258	0.00295	0.01202	0.00050	4.01450	D	2.26676
359	1	5	0d 05:56:0.00999999977648258	0d 05:55:0.00999999977648258	0.00296	0.01206	0.00050	4.01411	D	2.26676
360	1	5	0d 05:57:0.00999999977648258	0d 05:56:0.00999999977648258	0.00297	0.01209	0.00050	4.01381	D	2.26676
361	1	5	0d 05:58:0.00999999977648258	0d 05:57:0.00999999977648258	0.00298	0.01212	0.00050	4.01350	D	2.26676
362	1	5	0d 05:59:0.00999999977648258	0d 05:58:0.00999999977648258	0.00298	0.01216	0.00050	4.01320	D	2.26676
363	1	5	0d 06:00:0.00999999977648258	0d 05:59:0.00999999977648258	0.00299	0.01219	0.00050	4.01282	D	2.26676
364	1	5	0d 06:01:0.00999999977648258	0d 06:00:0.00999999977648258	0.00300	0.01222	0.00050	4.01251	D	2.26676
365	1	5	0d 06:02:0.00999999977648258	0d 06:01:0.00999999977648258	0.00301	0.01226	0.00050	4.01228	D	2.26676
366	1	5	0d 06:03:0.00999999977648258	0d 06:02:0.00999999977648258	0.00302	0.01229	0.00050	4.01198	D	2.26676
367	1	5	0d 06:04:0.00999999977648258	0d 06:03:0.00999999977648258	0.00303	0.01232	0.00050	4.01152	D	2.26676
368	1	5	0d 06:05:0.00999999977648258	0d 06:04:0.00999999977648258	0.00303	0.01236	0.00050	4.01137	D	2.26676
369	1	5	0d 06:06:0.00999999977648258	0d 06:05:0.00999999977648258	0.00304	0.01239	0.00050	4.01099	D	2.26676
370	1	5	0d 06:07:0.00999999977648258	0d 06:06:0.00999999977648258	0.00305	0.01242	0.00050	4.01076	D	2.26676
371	1	5	0d 06:08:0.00999999977648258	0d 06:07:0.00999999977648258	0.00306	0.01246	0.00050	4.01038	D	2.26676
372	1	5	0d 06:09:0.00999999977648258	0d 06:08:0.00999999977648258	0.00307	0.01249	0.00050	4.01007	D	2.26676
373	1	5	0d 06:10:0.00999999977648258	0d 06:09:0.00999999977648258	0.00308	0.01252	0.00050	4.00969	D	2.26676
374	1	5	0d 06:11:0.00999999977648258	0d 06:10:0.00999999977648258	0.00308	0.01256	0.00050	4.00938	D	2.26676
375	1	5	0d 06:12:0.00999999977648258	0d 06:11:0.00999999977648258	0.00309	0.01259	0.00050	4.00916	D	2.26676
376	1	5	0d 06:13:0.00999999977648258	0d 06:12:0.00999999977648258	0.00310	0.01262	0.00050	4.00870	D	2.26676
377	1	5	0d 06:14:0.00999999977648258	0d 06:13:0.00999999977648258	0.00311	0.01266	0.00050	4.00847	D	2.26676
378	1	5	0d 06:15:0.00999999977648258	0d 06:14:0.00999999977648258	0.00312	0.01269	0.00050	4.00816	D	2.26676
379	1	5	0d 06:16:0.00999999977648258	0d 06:15:0.00999999977648258	0.00313	0.01272	0.00050	4.00778	D	2.26676
380	1	5	0d 06:17:0.00999999977648258	0d 06:16:0.00999999977648258	0.00313	0.01276	0.00050	4.00725	D	2.26676
381	1	5	0d 06:18:0.00999999977648258	0d 06:17:0.00999999977648258	0.00314	0.01279	0.00050	4.00702	D	2.26676
382	1	5	0d 06:19:0.00999999977648258	0d 06:18:0.00999999977648258	0.00315	0.01283	0.00050	4.00671	D	2.26676
383	1	5	0d 06:20:0.00999999977648258	0d 06:19:0.00999999977648258	0.00316	0.01286	0.00050	4.00626	D	2.26676
384	1	5	0d 06:21:0.00999999977648258	0d 06:20:0.00999999977648258	0.00317	0.01289	0.00050	4.00580	D	2.26676
385	1	5	0d 06:22:0.00999999977648258	0d 06:21:0.00999999977648258	0.00318	0.01293	0.00050	4.00549	D	2.26676
386	1	5	0d 06:23:0.00999999977648258	0d 06:22:0.00999999977648258	0.00318	0.01296	0.00050	4.00519	D	2.26676
387	1	5	0d 06:24:0.00999999977648258	0d 06:23:0.00999999977648258	0.00319	0.01299	0.00050	4.00488	D	2.26676
388	1	5	0d 06:25:0.00999999977648258	0d 06:24:0.00999999977648258	0.00320	0.01303	0.00050	4.00458	D	2.26676
389	1	5	0d 06:26:0.00999999977648258	0d 06:25:0.00999999977648258	0.00321	0.01306	0.00050	4.00435	D	2.26676
390	1	5	0d 06:27:0.00999999977648258	0d 06:26:0.00999999977648258	0.00322	0.01309	0.00050	4.00389	D	2.26676
391	1	5	0d 06:28:0.00999999977648258	0d 06:27:0.00999999977648258	0.00323	0.01313	0.00050	4.00374	D	2.26676
392	1	5	0d 06:29:0.00999999977648258	0d 06:28:0.00999999977648258	0.00323	0.01316	0.00050	4.00351	D	2.26676
393	1	5	0d 06:30:0.00999999977648258	0d 06:29:0.00999999977648258	0.00324	0.01319	0.00050	4.00305	D	2.26676
394	1	5	0d 06:31:0.00999999977648258	0d 06:30:0.00999999977648258	0.00325	0.01323	0.00050	4.00275	D	2.26676
395	1	5	0d 06:32:0.00999999977648258	0d 06:31:0.00999999977648258	0.00326	0.01326	0.00050	4.00252	D	2.26676
396	1	5	0d 06:33:0.00999999977648258	0d 06:32:0.00999999977648258	0.00327	0.01329	0.00050	4.00221	D	2.26676
397	1	5	0d 06:34:0.00999999977648258	0d 06:33:0.00999999977648258	0.00328	0.01333	0.00050	4.00198	D	2.26676
398	1	5	0d 06:35:0.00999999977648258	0d 06:34:0.00999999977648258	0.00328	0.01336	0.00050	4.00160	D	2.26676
399	1	5	0d 06:36:0.00999999977648258	0d 06:35:0.00999999977648258	0.00329	0.01339	0.00050	4.00130	D	2.26676
400	1	5	0d 06:37:0.00999999977648258	0d 06:36:0.00999999977648258	0.00330	0.01343	0.00050	4.00107	D	2.26676
401	1	5	0d 06:38:0.00999999977648258	0d 06:37:0.00999999977648258	0.00331	0.01346	0.00050	4.00076	D	2.26676
402	1	5	0d 06:39:0.00999999977648258	0d 06:38:0.00999999977648258	0.00332	0.01349	0.00050	4.00031	D	2.26676
403	1	5	0d 06:40:0.00999999977648258	0d 06:39:0.00999999977648258	0.00333	0.01353	0.00050	4.00008	D	2.26676
404	1	5	0d 06:41:0.00999999977648258	0d 06:40:0.00999999977648258	0.00333	0.01356	0.00050	3.99977	D	2.26676
405	1	5	0d 06:42:0.00999999977648258	0d 06:41:0.00999999977648258	0.00334	0.01359	0.00050	3.99954	D	2.26676
406	1	5	0d 06:43:0.00999999977648258	0d 06:42:0.00999999977648258	0.00335	0.01363	0.00050	3.99916	D	2.26676
407	1	5	0d 06:44:0.00999999977648258	0d 06:43:0.00999999977648258	0.00336	0.01366	0.00050	3.99893	D	2.26676
408	1	5	0d 06:45:0.00999999977648258	0d 06:44:0.00999999977648258	0.00337	0.01369	0.00050	3.99855	D	2.26676
409	1	5	0d 06:46:0.00999999977648258	0d 06:45:0.00999999977648258	0.00338	0.01373	0.00050	3.99809	D	2.26676
410	1	5	0d 06:47:0.00999999977648258	0d 06:46:0.00999999977648258	0.00338	0.01376	0.00050	3.99786	D	2.26676
411	1	5	0d 06:48:0.00999999977648258	0d 06:47:0.00999999977648258	0.00339	0.01379	0.00050	3.99763	D	2.26676
412	1	5	0d 06:49:0.00999999977648258	0d 06:48:0.00999999977648258	0.00340	0.01383	0.00050	3.99725	D	2.26676
413	1	5	0d 06:50:0.00999999977648258	0d 06:49:0.00999999977648258	0.00341	0.01386	0.00050	3.99702	D	2.26676
414	1	5	0d 06:51:0.00999999977648258	0d 06:50:0.00999999977648258	0.00342	0.01389	0.00050	3.99672	D	2.26676
415	1	5	0d 06:52:0.00999999977648258	0d 06:51:0.00999999977648258	0.00343	0.01393	0.00050	3.99641	D	2.26676
